date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:25:26	26820/26820	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:05%20GMT	http://che.uop.edu.pk/jhebs-call-for-papers.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/jhebs-call-for-papers.html	(from http://che.uop.edu.pk/)
11:25:26	26849/26849	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:07%20GMT	http://che.uop.edu.pk/jhebs-published-versions.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/jhebs-published-versions.html	(from http://che.uop.edu.pk/)
11:25:31	28623/28623	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:08%20GMT	http://che.uop.edu.pk/jhebs-research.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/jhebs-research.html	(from http://che.uop.edu.pk/)
11:25:31	26827/26827	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:09%20GMT	http://che.uop.edu.pk/jhebs-updates.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/jhebs-updates.html	(from http://che.uop.edu.pk/)
11:25:32	65215/65215	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:09%20GMT	http://che.uop.edu.pk/jhebs-rules.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/jhebs-rules.html	(from http://che.uop.edu.pk/)
11:25:32	28164/28164	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:11%20GMT	http://che.uop.edu.pk/conference-call-for-papers.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-call-for-papers.html	(from http://che.uop.edu.pk/)
11:25:35	27864/27864	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:14%20GMT	http://che.uop.edu.pk/conference-accepted-papers.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-accepted-papers.html	(from http://che.uop.edu.pk/)
11:25:36	27890/27890	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:15%20GMT	http://che.uop.edu.pk/conference-registration-and-payment.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-registration-and-payment.html	(from http://che.uop.edu.pk/)
11:25:36	28197/28197	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:16%20GMT	http://che.uop.edu.pk/conference-important-dates.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-important-dates.html	(from http://che.uop.edu.pk/)
11:25:38	27893/27893	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:16%20GMT	http://che.uop.edu.pk/conference-keynote-speaker.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-keynote-speaker.html	(from http://che.uop.edu.pk/)
11:25:38	29093/29093	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:17%20GMT	http://che.uop.edu.pk/conference-committee.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-committee.html	(from http://che.uop.edu.pk/)
11:25:40	27879/27879	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:18%20GMT	http://che.uop.edu.pk/conference-abstract-submission.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-abstract-submission.html	(from http://che.uop.edu.pk/)
11:25:41	28049/28049	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:19%20GMT	http://che.uop.edu.pk/conference-topics.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-topics.html	(from http://che.uop.edu.pk/)
11:25:42	27906/27906	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:20%20GMT	http://che.uop.edu.pk/conference-presentation-instructions.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-presentation-instructions.html	(from http://che.uop.edu.pk/)
11:25:42	28307/28307	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:21%20GMT	http://che.uop.edu.pk/conference-who-should-attend.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-who-should-attend.html	(from http://che.uop.edu.pk/)
11:25:44	27926/27926	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:22%20GMT	http://che.uop.edu.pk/conference-tentative-programme.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-tentative-programme.html	(from http://che.uop.edu.pk/)
11:25:45	31624/31624	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:23%20GMT	http://che.uop.edu.pk/conference-venue.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-venue.html	(from http://che.uop.edu.pk/)
11:25:46	27967/27967	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:24%20GMT	http://che.uop.edu.pk/conference-final-paper-submission.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-final-paper-submission.html	(from http://che.uop.edu.pk/)
11:25:46	27804/27804	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:25%20GMT	http://che.uop.edu.pk/conference-paper-templates.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-paper-templates.html	(from http://che.uop.edu.pk/)
11:25:48	28048/28048	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:26%20GMT	http://che.uop.edu.pk/conference-accommodation-and-travel.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-accommodation-and-travel.html	(from http://che.uop.edu.pk/)
11:25:48	27162/27162	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:28%20GMT	http://che.uop.edu.pk/college-magazine.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/college-magazine.html	(from http://che.uop.edu.pk/)
11:25:48	28043/28043	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:27%20GMT	http://che.uop.edu.pk/conference-conference-poster.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/conference-conference-poster.html	(from http://che.uop.edu.pk/)
11:25:51	28000/28000	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:29%20GMT	http://che.uop.edu.pk/activities-exhibitions.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/activities-exhibitions.html	(from http://che.uop.edu.pk/)
11:25:52	27082/27082	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:30%20GMT	http://che.uop.edu.pk/activities-internships.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/activities-internships.html	(from http://che.uop.edu.pk/)
11:25:52	28168/28168	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:31%20GMT	http://che.uop.edu.pk/activities-lectures.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/activities-lectures.html	(from http://che.uop.edu.pk/)
11:25:52	27150/27150	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:32%20GMT	http://che.uop.edu.pk/newsletter.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/newsletter.html	(from http://che.uop.edu.pk/)
11:25:55	28168/28168	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:33%20GMT	http://che.uop.edu.pk/activities-seminars.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/activities-seminars.html	(from http://che.uop.edu.pk/)
11:25:55	27095/27095	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:34%20GMT	http://che.uop.edu.pk/activities-sports.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/activities-sports.html	(from http://che.uop.edu.pk/)
11:25:57	28180/28180	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:35%20GMT	http://che.uop.edu.pk/activities-tutorials.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/activities-tutorials.html	(from http://che.uop.edu.pk/)
11:25:58	28180/28180	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:36%20GMT	http://che.uop.edu.pk/activities-workshops.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/activities-workshops.html	(from http://che.uop.edu.pk/)
11:25:59	31022/31022	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:37%20GMT	http://che.uop.edu.pk/proctorial-board.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/proctorial-board.html	(from http://che.uop.edu.pk/)
11:26:00	29341/29341	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:38%20GMT	http://che.uop.edu.pk/annual-report.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/annual-report.html	(from http://che.uop.edu.pk/)
11:26:02	35914/35914	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:39%20GMT	http://che.uop.edu.pk/scheme-of-studies.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/scheme-of-studies.html	(from http://che.uop.edu.pk/)
11:26:02	27630/27630	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:41%20GMT	http://che.uop.edu.pk/syllabi.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/syllabi.html	(from http://che.uop.edu.pk/)
11:26:02	28337/28337	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:41%20GMT	http://che.uop.edu.pk/college-calendar.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/college-calendar.html	(from http://che.uop.edu.pk/)
11:26:02	28289/28289	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:42%20GMT	http://che.uop.edu.pk/merit-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/merit-list.html	(from http://che.uop.edu.pk/)
11:26:05	28706/28706	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:45%20GMT	http://che.uop.edu.pk/vc-message.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/vc-message.html	(from http://che.uop.edu.pk/)
11:26:06	28180/28180	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:45%20GMT	http://che.uop.edu.pk/dean-message.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/dean-message.html	(from http://che.uop.edu.pk/)
11:26:06	28637/28637	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:45%20GMT	http://che.uop.edu.pk/principal-message.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/principal-message.html	(from http://che.uop.edu.pk/)
11:26:07	27766/27766	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:47%20GMT	http://che.uop.edu.pk/data.php?id=5	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/datad61c.html	(from http://che.uop.edu.pk/)
11:26:07	32796/32796	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:48%20GMT	http://che.uop.edu.pk/data.php?id=6	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/data3a9f.html	(from http://che.uop.edu.pk/)
11:26:11	27655/27655	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:49%20GMT	http://che.uop.edu.pk/data.php?id=7	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/data8803.html	(from http://che.uop.edu.pk/)
11:26:11	28064/28064	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:50%20GMT	http://che.uop.edu.pk/data.php?id=8	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/datac3c9.html	(from http://che.uop.edu.pk/)
11:26:11	28703/28703	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:51%20GMT	http://che.uop.edu.pk/show-event.php?id=209	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/show-eventc1fb.html	(from http://che.uop.edu.pk/)
11:26:12	38429/38429	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:50%20GMT	http://che.uop.edu.pk/announcements.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/announcements.html	(from http://che.uop.edu.pk/)
11:26:15	28907/28907	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:53%20GMT	http://che.uop.edu.pk/show-event.php?id=208	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/show-eventca2e.html	(from http://che.uop.edu.pk/)
11:26:15	28927/28927	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:54%20GMT	http://che.uop.edu.pk/show-event.php?id=207	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/show-eventc0c1.html	(from http://che.uop.edu.pk/)
11:26:16	32570/32570	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:54%20GMT	http://che.uop.edu.pk/upcoming-events.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/upcoming-events.html	(from http://che.uop.edu.pk/)
11:26:16	27817/27817	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:55%20GMT	http://che.uop.edu.pk/show-event.php?id=202	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/show-event2999.html	(from http://che.uop.edu.pk/)
11:26:18	28436/28436	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:57%20GMT	http://che.uop.edu.pk/show-event.php?id=201	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/show-event8513.html	(from http://che.uop.edu.pk/)
11:26:19	27947/27947	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:58%20GMT	http://che.uop.edu.pk/show-event.php?id=193	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/show-event3c6f.html	(from http://che.uop.edu.pk/)
11:26:20	31856/31856	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:58%20GMT	http://che.uop.edu.pk/privacy-policy.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/privacy-policy.html	(from http://che.uop.edu.pk/)
11:26:26	47440/47440	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:01%20GMT	http://che.uop.edu.pk/profile.php?id=20	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/profilee5cc.html	(from http://che.uop.edu.pk/leadership.php)
11:26:26	62732/62732	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:02%20GMT	http://che.uop.edu.pk/profile.php?id=9	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/profile5255.html	(from http://che.uop.edu.pk/leadership.php)
11:26:27	48711/48711	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:03%20GMT	http://che.uop.edu.pk/profile.php?id=12	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/profile4ef9.html	(from http://che.uop.edu.pk/leadership.php)
11:26:30	29321/29321	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:09%20GMT	http://che.uop.edu.pk/profile.php?id=13	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/profile6e03.html	(from http://che.uop.edu.pk/leadership.php)
11:26:30	120814/120814	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:00%20GMT	http://che.uop.edu.pk/profile.php?id=5	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/profiled61c.html	(from http://che.uop.edu.pk/leadership.php)
11:26:31	62455/62455	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:10%20GMT	http://che.uop.edu.pk/profile.php?id=18	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/profilee371.html	(from http://che.uop.edu.pk/leadership.php)
11:26:31	30232/30232	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:11%20GMT	http://che.uop.edu.pk/profile.php?id=28	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/profile1434.html	(from http://che.uop.edu.pk/leadership.php)
11:26:35	33159/33159	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:13%20GMT	http://che.uop.edu.pk/profile.php?id=27	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/profile3773.html	(from http://che.uop.edu.pk/leadership.php)
11:26:35	28967/28967	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:12%20GMT	http://che.uop.edu.pk/profile.php?id=29	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/profile95dc.html	(from http://che.uop.edu.pk/leadership.php)
11:26:36	28412/28412	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:14%20GMT	http://che.uop.edu.pk/foundation-profile.php?id=17	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/foundation-profile190a.html	(from http://che.uop.edu.pk/foundation-faculty.php)
11:26:36	28403/28403	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:15%20GMT	http://che.uop.edu.pk/foundation-profile.php?id=18	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/foundation-profilee371.html	(from http://che.uop.edu.pk/foundation-faculty.php)
11:26:38	28419/28419	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:18%20GMT	http://che.uop.edu.pk/foundation-profile.php?id=19	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/foundation-profilea9bc.html	(from http://che.uop.edu.pk/foundation-faculty.php)
11:26:39	28393/28393	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:19%20GMT	http://che.uop.edu.pk/foundation-profile.php?id=20	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/foundation-profilee5cc.html	(from http://che.uop.edu.pk/foundation-faculty.php)
11:26:40	28374/28374	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:19%20GMT	http://che.uop.edu.pk/foundation-profile.php?id=21	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/foundation-profile6258.html	(from http://che.uop.edu.pk/foundation-faculty.php)
11:26:41	28367/28367	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:20%20GMT	http://che.uop.edu.pk/foundation-profile.php?id=22	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/foundation-profile2e5f.html	(from http://che.uop.edu.pk/foundation-faculty.php)
11:26:42	28388/28388	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:21%20GMT	http://che.uop.edu.pk/foundation-profile.php?id=23	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/foundation-profile9c8a.html	(from http://che.uop.edu.pk/foundation-faculty.php)
11:26:43	28399/28399	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:22%20GMT	http://che.uop.edu.pk/foundation-profile.php?id=24	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/foundation-profileea25.html	(from http://che.uop.edu.pk/foundation-faculty.php)
11:26:44	28401/28401	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:23%20GMT	http://che.uop.edu.pk/foundation-profile.php?id=25	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/foundation-profile9e43.html	(from http://che.uop.edu.pk/foundation-faculty.php)
11:26:45	28391/28391	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:24%20GMT	http://che.uop.edu.pk/foundation-profile.php?id=26	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/foundation-profile3162.html	(from http://che.uop.edu.pk/foundation-faculty.php)
11:26:47	35160/35160	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:25%20GMT	http://che.uop.edu.pk/foundation-faculty.php?start=10	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/foundation-faculty76c3.html	(from http://che.uop.edu.pk/foundation-faculty.php)
11:26:49	34772/34772	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:27%20GMT	http://che.uop.edu.pk/art-design-faculty.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/art-design-faculty.html	(from http://che.uop.edu.pk/art-design-introduction.php)
11:26:49	38874/38874	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:26%20GMT	http://che.uop.edu.pk/art-design.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/art-design.html	(from http://che.uop.edu.pk/art-design-introduction.php)
11:26:49	33176/33176	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:28%20GMT	http://che.uop.edu.pk/art-design-department-pictures.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/art-design-department-pictures.html	(from http://che.uop.edu.pk/art-design-introduction.php)
11:26:49	29468/29468	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:29%20GMT	http://che.uop.edu.pk/art-design-scheme-of-study.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/art-design-scheme-of-study.html	(from http://che.uop.edu.pk/art-design-introduction.php)
11:26:51	26952/26952	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:32%20GMT	http://che.uop.edu.pk/art-design-research-publications.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/art-design-research-publications.html	(from http://che.uop.edu.pk/art-design-introduction.php)
11:26:54	33674/33674	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:32%20GMT	http://che.uop.edu.pk/food-nutrition-sciences.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/food-nutrition-sciences.html	(from http://che.uop.edu.pk/food-nutrition-sciences-introduction.php)
11:26:55	27626/27626	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:34%20GMT	http://che.uop.edu.pk/food-nutrition-sciences-department-pictures.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/food-nutrition-sciences-department-pictures.html	(from http://che.uop.edu.pk/food-nutrition-sciences-introduction.php)
11:26:56	34970/34970	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:33%20GMT	http://che.uop.edu.pk/food-nutrition-sciences-faculty.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/food-nutrition-sciences-faculty.html	(from http://che.uop.edu.pk/food-nutrition-sciences-introduction.php)
11:26:56	30528/30528	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:35%20GMT	http://che.uop.edu.pk/food-nutrition-sciences-scheme-of-study.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/food-nutrition-sciences-scheme-of-study.html	(from http://che.uop.edu.pk/food-nutrition-sciences-introduction.php)
11:26:56	27042/27042	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:36%20GMT	http://che.uop.edu.pk/food-nutrition-sciences-research-publications.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/food-nutrition-sciences-research-publications.html	(from http://che.uop.edu.pk/food-nutrition-sciences-introduction.php)
11:27:00	34966/34966	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:39%20GMT	http://che.uop.edu.pk/human-development-family-studies-faculty.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/human-development-family-studies-faculty.html	(from http://che.uop.edu.pk/human-development-family-studies-introduction.php)
11:27:01	27691/27691	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:39%20GMT	http://che.uop.edu.pk/human-development-family-studies-department-pictures.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/human-development-family-studies-department-pictures.html	(from http://che.uop.edu.pk/human-development-family-studies-introduction.php)
11:27:04	31950/31950	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:41%20GMT	http://che.uop.edu.pk/human-development-family-studies-scheme-of-study.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/human-development-family-studies-scheme-of-study.html	(from http://che.uop.edu.pk/human-development-family-studies-introduction.php)
11:27:04	27107/27107	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:43%20GMT	http://che.uop.edu.pk/human-development-family-studies-research-publications.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/human-development-family-studies-research-publications.html	(from http://che.uop.edu.pk/human-development-family-studies-introduction.php)
11:27:07	41705/41705	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:44%20GMT	http://che.uop.edu.pk/resource-facility-management.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/resource-facility-management.html	(from http://che.uop.edu.pk/resource-facility-management-introduction.php)
11:27:08	34962/34962	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:47%20GMT	http://che.uop.edu.pk/resource-facility-management-faculty.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/resource-facility-management-faculty.html	(from http://che.uop.edu.pk/resource-facility-management-introduction.php)
11:27:08	29867/29867	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:47%20GMT	http://che.uop.edu.pk/resource-facility-management-department-pictures.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/resource-facility-management-department-pictures.html	(from http://che.uop.edu.pk/resource-facility-management-introduction.php)
11:27:08	143986/143986	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:38%20GMT	http://che.uop.edu.pk/human-development-family-studies.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/human-development-family-studies.html	(from http://che.uop.edu.pk/human-development-family-studies-introduction.php)
11:27:11	27079/27079	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:38:51%20GMT	http://che.uop.edu.pk/resource-facility-management-research-publications.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/resource-facility-management-research-publications.html	(from http://che.uop.edu.pk/resource-facility-management-introduction.php)
